Date,Time,Condition,Temperature,Wind,Wind Direction,Humidity,Barometer,Visibility,AM/PM,time_clean,time_round
20211202,10:53 AM,Partly sunny,59,3 mph,Wind blowing from 260° West to East,81%,30.13 Hg,6 mi,AM,1053,1100
20211202,11:53 AM,Partly sunny,61,7 mph,Wind blowing from 290° West-northwest to East-southeast,72%,30.11 Hg,6 mi,AM,1153,1200
20211203,1:53 AM,Fog,53,5 mph,Wind blowing from 320° Northwest to Southeast,93%,30.12 Hg,3 mi,AM,153,200
20211203,2:53 AM,Fog,53,5 mph,Wind blowing from 310° Northwest to Southeast,93%,30.12 Hg,3 mi,AM,253,300
20211203,3:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,93%,30.11 Hg,3 mi,AM,353,400
20211203,4:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,89%,30.11 Hg,3 mi,AM,453,500
20211203,5:53 AM,Fog,52,5 mph,Wind blowing from 330° North-northwest to South-southeast,93%,30.11 Hg,3 mi,AM,553,600
20211203,6:53 AM,Fog,52,No wind,Wind blowing from 0° North to South,93%,30.12 Hg,5 mi,AM,653,700
20211203,7:53 AM,Fog,52,No wind,Wind blowing from 0° North to South,93%,30.13 Hg,5 mi,AM,753,800
20211203,8:53 AM,Fog,53,3 mph,Wind blowing from 50° Northeast to Southwest,86%,30.14 Hg,5 mi,AM,853,900
20211203,9:53 AM,Fog,53,No wind,Wind blowing from 0° North to South,86%,30.14 Hg,5 mi,AM,953,1000
20211203,10:53 AM,Fog,54,No wind,Wind blowing from 0° North to South,86%,30.14 Hg,5 mi,AM,1053,1100
20211203,11:53 AM,Low clouds,55,No wind,Wind blowing from 0° North to South,83%,30.12 Hg,5 mi,AM,1153,1200
20211204,1:53 AM,Overcast,54,No wind,Wind blowing from 0° North to South,80%,30.17 Hg,10 mi,AM,153,200
20211204,2:53 AM,Overcast,54,No wind,Wind blowing from 0° North to South,80%,30.17 Hg,10 mi,AM,253,300
20211204,3:53 AM,Overcast,53,3 mph,Wind blowing from 20° North-northeast to South-southwest,80%,30.16 Hg,10 mi,AM,353,400
20211204,4:53 AM,Overcast,54,No wind,Wind blowing from 0° North to South,77%,30.17 Hg,10 mi,AM,453,500
20211204,5:53 AM,Overcast,53,No wind,Wind blowing from 0° North to South,80%,30.18 Hg,10 mi,AM,553,600
20211204,6:53 AM,Overcast,54,3 mph,Wind blowing from 20° North-northeast to South-southwest,77%,30.19 Hg,10 mi,AM,653,700
20211204,7:53 AM,Overcast,53,No wind,Wind blowing from 0° North to South,80%,30.20 Hg,10 mi,AM,753,800
20211204,8:53 AM,Overcast,54,3 mph,Wind blowing from 290° West-northwest to East-southeast,77%,30.23 Hg,10 mi,AM,853,900
20211204,9:53 AM,Overcast,54,5 mph,Wind blowing from 320° Northwest to Southeast,80%,30.26 Hg,10 mi,AM,953,1000
20211204,10:53 AM,Overcast,55,3 mph,Wind blowing from 0° North to South,77%,30.24 Hg,10 mi,AM,1053,1100
20211204,11:53 AM,Partly sunny,57,7 mph,Wind blowing from 260° West to East,74%,30.22 Hg,10 mi,AM,1153,1200
20211205,1:53 AM,Overcast,53,3 mph,Wind blowing from 100° East to West,86%,30.27 Hg,10 mi,AM,153,200
20211205,2:53 AM,Overcast,53,No wind,Wind blowing from 0° North to South,86%,30.28 Hg,9 mi,AM,253,300
20211205,3:53 AM,Low clouds,52,No wind,Wind blowing from 0° North to South,89%,30.28 Hg,8 mi,AM,353,400
20211205,4:53 AM,Low clouds,52,3 mph,Wind blowing from 290° West-northwest to East-southeast,86%,30.27 Hg,8 mi,AM,453,500
20211205,5:53 AM,Low clouds,51,5 mph,Wind blowing from 350° North to South,89%,30.28 Hg,7 mi,AM,553,600
20211205,11:14 AM,Scattered clouds,54,No wind,Wind blowing from 0° North to South,80%,30.29 Hg,8 mi,AM,1114,1100
20211206,2:08 AM,Fog,45,No wind,Wind blowing from 0° North to South,97%,30.18 Hg,6 mi,AM,208,200
20211206,4:03 AM,Fog,50,6 mph,Wind blowing from 340° North-northwest to South-southeast,93%,30.16 Hg,2 mi,AM,403,400
20211206,6:28 AM,Fog,48,3 mph,Wind blowing from 110° East-southeast to West-northwest,100%,30.14 Hg,1 mi,AM,628,600
20211206,7:01 AM,Fog,46,6 mph,Wind blowing from 110° East-southeast to West-northwest,100%,30.14 Hg,4 mi,AM,701,700
20211206,7:16 AM,Fog,47,6 mph,Wind blowing from 110° East-southeast to West-northwest,97%,30.14 Hg,0 mi,AM,716,700
20211207,1:19 AM,Fog,51,7 mph,Wind blowing from 100° East to West,92%,29.98 Hg,4 mi,AM,119,100
20211207,7:24 AM,Broken clouds,50,10 mph,Wind blowing from 80° East to West,89%,30.00 Hg,7 mi,AM,724,700
20211205,6:53 AM,Fog,51,3 mph,Wind blowing from 60° East-northeast to West-southwest,89%,30.29 Hg,6 mi,AM,653,700
20211205,7:53 AM,Fog,50,6 mph,Wind blowing from 80° East to West,89%,30.29 Hg,5 mi,AM,753,800
20211205,8:53 AM,Fog,50,3 mph,Wind blowing from 90° East to West,93%,30.30 Hg,5 mi,AM,853,900
20211205,9:53 AM,Fog,51,3 mph,Wind blowing from 0° North to South,86%,30.30 Hg,6 mi,AM,953,1000
20211205,10:53 AM,Partly sunny,51,3 mph,Wind blowing from 120° East-southeast to West-northwest,86%,30.29 Hg,7 mi,AM,1053,1100
20211205,11:53 AM,Scattered clouds,52,6 mph,Wind blowing from 190° South to North,86%,30.27 Hg,7 mi,AM,1153,1200
20211206,2:53 AM,Fog,49,3 mph,Wind blowing from 40° Northeast to Southwest,93%,30.18 Hg,6 mi,AM,253,300
20211206,3:53 AM,Fog,50,No wind,Wind blowing from 0° North to South,96%,30.16 Hg,4 mi,AM,353,400
20211206,4:53 AM,Fog,50,No wind,Wind blowing from 0° North to South,96%,30.15 Hg,2 mi,AM,453,500
20211206,5:53 AM,Fog,49,3 mph,Wind blowing from 110° East-southeast to West-northwest,100%,30.15 Hg,2 mi,AM,553,600
20211206,6:43 AM,Fog,48,6 mph,Wind blowing from 120° East-southeast to West-northwest,100%,30.14 Hg,0 mi,AM,643,700
20211206,7:53 AM,Fog,48,3 mph,Wind blowing from 60° East-northeast to West-southwest,96%,30.16 Hg,0 mi,AM,753,800
20211206,8:53 AM,Fog,48,3 mph,Wind blowing from 10° North to South,96%,30.18 Hg,5 mi,AM,853,900
20211206,9:53 AM,Fog,50,No wind,Wind blowing from 0° North to South,93%,30.19 Hg,6 mi,AM,953,1000
20211206,10:53 AM,Fog,50,6 mph,Wind blowing from 310° Northwest to Southeast,89%,30.17 Hg,3 mi,AM,1053,1100
20211206,11:53 AM,Low clouds,52,3 mph,Wind blowing from 40° Northeast to Southwest,83%,30.14 Hg,4 mi,AM,1153,1200
20211207,1:53 AM,Fog,51,6 mph,Wind blowing from 80° East to West,92%,29.97 Hg,5 mi,AM,153,200
20211207,2:34 AM,Fog,51,No wind,Wind blowing from 0° North to South,92%,30.00 Hg,5 mi,AM,234,300
20211207,2:53 AM,Light rain. Fog,51,6 mph,Wind blowing from 80° East to West,92%,29.98 Hg,4 mi,AM,253,300
20211207,3:53 AM,Fog,51,No wind,Wind blowing from 0° North to South,96%,29.97 Hg,4 mi,AM,353,400
20211208,2:06 AM,Passing clouds,51,No wind,Wind blowing from 0° North to South,100%,30.06 Hg,10 mi,AM,206,200
20211209,7:08 AM,Passing clouds,52,13 mph,Wind blowing from 290° West-northwest to East-southeast,75%,29.94 Hg,10 mi,AM,708,700
20211207,9:53 AM,Scattered clouds,55,9 mph,Wind blowing from 90° East to West,77%,30.01 Hg,10 mi,AM,953,1000
20211207,10:53 AM,Scattered clouds,56,7 mph,Wind blowing from 170° South to North,77%,30.00 Hg,10 mi,AM,1053,1100
20211207,11:53 AM,Broken clouds,57,6 mph,Wind blowing from 240° West-southwest to East-northeast,74%,30.00 Hg,10 mi,AM,1153,1200
20211208,1:53 AM,Passing clouds,52,No wind,Wind blowing from 0° North to South,97%,30.05 Hg,10 mi,AM,153,200
20211208,2:53 AM,Passing clouds,51,8 mph,Wind blowing from 120° East-southeast to West-northwest,92%,30.05 Hg,10 mi,AM,253,300
20211208,3:53 AM,Low clouds,52,No wind,Wind blowing from 0° North to South,93%,30.06 Hg,8 mi,AM,353,400
20211208,4:53 AM,Low clouds,53,5 mph,Wind blowing from 140° Southeast to Northwest,93%,30.05 Hg,8 mi,AM,453,500
20211208,5:53 AM,Low clouds,53,7 mph,Wind blowing from 100° East to West,89%,30.03 Hg,8 mi,AM,553,600
20211208,6:53 AM,Overcast,53,No wind,Wind blowing from 0° North to South,89%,30.05 Hg,7 mi,AM,653,700
20211208,7:53 AM,Fog,53,5 mph,Wind blowing from 10° North to South,89%,30.05 Hg,5 mi,AM,753,800
20211208,8:53 AM,Overcast,54,6 mph,Wind blowing from 210° South-southwest to North-northeast,86%,30.07 Hg,10 mi,AM,853,900
20211208,9:53 AM,Fog,54,8 mph,Wind blowing from 270° West to East,90%,30.07 Hg,6 mi,AM,953,1000
20211208,10:53 AM,More clouds than sun,55,5 mph,Wind blowing from 260° West to East,87%,30.08 Hg,10 mi,AM,1053,1100
20211208,11:53 AM,Overcast,55,8 mph,Wind blowing from 250° West-southwest to East-northeast,87%,30.06 Hg,10 mi,AM,1153,1200
20211209,1:53 AM,Light rain. Mostly cloudy,53,10 mph,Wind blowing from 260° West to East,83%,29.96 Hg,10 mi,AM,153,200
20211209,2:53 AM,Light rain. Mostly cloudy,53,14 mph,Wind blowing from 250° West-southwest to East-northeast,86%,29.94 Hg,10 mi,AM,253,300
20211209,3:35 AM,Light rain. Mostly cloudy,53,14 mph,Wind blowing from 270° West to East,83%,29.94 Hg,10 mi,AM,335,400
20211209,3:53 AM,Overcast,53,18 mph,Wind blowing from 280° West to East,83%,29.93 Hg,10 mi,AM,353,400
20211209,4:53 AM,Overcast,53,24 mph,Wind blowing from 280° West to East,77%,29.91 Hg,10 mi,AM,453,500
20211209,5:53 AM,Overcast,52,22 mph,Wind blowing from 270° West to East,80%,29.91 Hg,10 mi,AM,553,600
20211209,6:53 AM,Partly cloudy,51,8 mph,Wind blowing from 300° West-northwest to East-southeast,77%,29.93 Hg,10 mi,AM,653,700
20211209,7:53 AM,Broken clouds,52,10 mph,Wind blowing from 310° Northwest to Southeast,75%,29.95 Hg,10 mi,AM,753,800
20211209,8:53 AM,Scattered clouds,53,9 mph,Wind blowing from 320° Northwest to Southeast,66%,29.97 Hg,10 mi,AM,853,900
20211209,9:53 AM,Scattered clouds,54,12 mph,Wind blowing from 310° Northwest to Southeast,62%,30.00 Hg,10 mi,AM,953,1000
20211209,10:53 AM,Scattered clouds,55,12 mph,Wind blowing from 320° Northwest to Southeast,55%,30.00 Hg,10 mi,AM,1053,1100
20211209,11:53 AM,Scattered clouds,56,9 mph,Wind blowing from 320° Northwest to Southeast,55%,29.99 Hg,10 mi,AM,1153,1200
20211210,1:53 AM,Passing clouds,42,No wind,Wind blowing from 0° North to South,76%,30.12 Hg,10 mi,AM,153,200
20211210,2:53 AM,Passing clouds,44,3 mph,Wind blowing from 150° South-southeast to North-northwest,76%,30.13 Hg,10 mi,AM,253,300
20211210,3:53 AM,Passing clouds,45,3 mph,Wind blowing from 350° North to South,71%,30.14 Hg,10 mi,AM,353,400
20211210,4:53 AM,Passing clouds,41,3 mph,Wind blowing from 70° East-northeast to West-southwest,82%,30.15 Hg,10 mi,AM,453,500
20211210,5:53 AM,Passing clouds,40,No wind,Wind blowing from 0° North to South,83%,30.18 Hg,10 mi,AM,553,600
20211210,6:53 AM,Passing clouds,38,3 mph,Wind blowing from 60° East-northeast to West-southwest,86%,30.19 Hg,10 mi,AM,653,700
20211210,8:53 AM,Sunny,47,No wind,Wind blowing from 0° North to South,74%,30.23 Hg,10 mi,AM,853,900
20211210,9:53 AM,Sunny,50,5 mph,Wind blowing from 240° West-southwest to East-northeast,61%,30.25 Hg,10 mi,AM,953,1000
20211210,10:53 AM,Sunny,52,5 mph,Wind blowing from 230° Southwest to Northeast,57%,30.25 Hg,10 mi,AM,1053,1100
20211210,11:53 AM,Sunny,53,6 mph,Wind blowing from 220° Southwest to Northeast,56%,30.22 Hg,10 mi,AM,1153,1200
20211211,1:53 AM,Passing clouds,39,No wind,Wind blowing from 0° North to South,82%,30.26 Hg,10 mi,AM,153,200
20211211,4:53 AM,Passing clouds,39,3 mph,Wind blowing from 50° Northeast to Southwest,82%,30.25 Hg,10 mi,AM,453,500
20211211,5:53 AM,Passing clouds,37,No wind,Wind blowing from 0° North to South,82%,30.24 Hg,10 mi,AM,553,600
20211211,6:53 AM,Passing clouds,36,3 mph,Wind blowing from 60° East-northeast to West-southwest,82%,30.25 Hg,10 mi,AM,653,700
20211211,7:53 AM,Passing clouds,37,3 mph,Wind blowing from 80° East to West,82%,30.24 Hg,10 mi,AM,753,800
20211211,8:53 AM,Passing clouds,45,6 mph,Wind blowing from 140° Southeast to Northwest,65%,30.25 Hg,10 mi,AM,853,900
20211211,9:53 AM,Scattered clouds,48,5 mph,Wind blowing from 160° South-southeast to North-northwest,56%,30.24 Hg,10 mi,AM,953,1000
20211211,10:53 AM,Scattered clouds,50,6 mph,Wind blowing from 180° South to North,54%,30.23 Hg,10 mi,AM,1053,1100
20211211,11:53 AM,Broken clouds,51,3 mph,Wind blowing from 220° Southwest to Northeast,48%,30.20 Hg,10 mi,AM,1153,1200
20211212,1:53 AM,Rain. Mostly cloudy,47,8 mph,Wind blowing from 150° South-southeast to North-northwest,80%,30.06 Hg,10 mi,AM,153,200
20211212,8:27 AM,Drizzle. Mostly cloudy,49,14 mph,Wind blowing from 130° Southeast to Northwest,84%,30.00 Hg,10 mi,AM,827,800
20211213,7:13 AM,Rain. Mostly cloudy,52,20 mph,Wind blowing from 150° South-southeast to North-northwest,93%,29.77 Hg,2 mi,AM,713,700
20211213,8:27 AM,Light rain. More clouds than sun,53,22 mph,Wind blowing from 140° Southeast to Northwest,89%,29.75 Hg,4 mi,AM,827,800
20211213,9:06 AM,Light rain. Fog,53,24 mph,Wind blowing from 150° South-southeast to North-northwest,89%,29.76 Hg,2 mi,AM,906,900
20211213,9:24 AM,Heavy rain. Fog,53,18 mph,Wind blowing from 160° South-southeast to North-northwest,93%,29.77 Hg,1 mi,AM,924,900
20211213,10:20 AM,Rain. Fog,54,14 mph,Wind blowing from 200° South-southwest to North-northeast,97%,29.79 Hg,1 mi,AM,1020,1000
20211212,2:53 AM,Light rain. Mostly cloudy,47,8 mph,Wind blowing from 130° Southeast to Northwest,86%,30.05 Hg,10 mi,AM,253,300
20211212,3:53 AM,Drizzle. Overcast,47,8 mph,Wind blowing from 130° Southeast to Northwest,86%,30.03 Hg,10 mi,AM,353,400
20211212,4:53 AM,Light rain. Mostly cloudy,47,12 mph,Wind blowing from 130° Southeast to Northwest,86%,30.01 Hg,10 mi,AM,453,500
20211212,5:53 AM,Drizzle. Overcast,47,14 mph,Wind blowing from 130° Southeast to Northwest,86%,30.01 Hg,10 mi,AM,553,600
20211212,6:53 AM,Drizzle. Mostly cloudy,47,14 mph,Wind blowing from 130° Southeast to Northwest,86%,30.00 Hg,10 mi,AM,653,700
20211212,7:53 AM,Drizzle. Cloudy,48,14 mph,Wind blowing from 130° Southeast to Northwest,83%,29.99 Hg,10 mi,AM,753,800
20211212,8:53 AM,Drizzle. Mostly cloudy,50,12 mph,Wind blowing from 130° Southeast to Northwest,80%,29.99 Hg,10 mi,AM,853,900
20211212,9:53 AM,Drizzle. Mostly cloudy,51,17 mph,Wind blowing from 140° Southeast to Northwest,74%,29.98 Hg,10 mi,AM,953,1000
20211212,10:53 AM,Drizzle. Cloudy,53,18 mph,Wind blowing from 150° South-southeast to North-northwest,74%,29.97 Hg,10 mi,AM,1053,1100
20211212,11:53 AM,Drizzle. Cloudy,54,20 mph,Wind blowing from 150° South-southeast to North-northwest,69%,29.95 Hg,10 mi,AM,1153,1200
20211213,1:53 AM,Rain. Fog,52,14 mph,Wind blowing from 160° South-southeast to North-northwest,93%,29.81 Hg,2 mi,AM,153,200
20211213,2:59 AM,Rain. Fog,52,15 mph,Wind blowing from 150° South-southeast to North-northwest,97%,29.79 Hg,2 mi,AM,259,300
20211213,3:36 AM,Rain. Fog,52,15 mph,Wind blowing from 150° South-southeast to North-northwest,97%,29.78 Hg,2 mi,AM,336,400
20211213,3:53 AM,Rain. Fog,52,17 mph,Wind blowing from 150° South-southeast to North-northwest,97%,29.77 Hg,2 mi,AM,353,400
20211213,4:53 AM,Heavy rain. Fog,52,17 mph,Wind blowing from 170° South to North,100%,29.77 Hg,2 mi,AM,453,500
20211213,5:53 AM,Heavy rain. Fog,52,5 mph,Wind blowing from 160° South-southeast to North-northwest,100%,29.77 Hg,2 mi,AM,553,600
20211213,6:57 AM,Heavy rain. Overcast,52,16 mph,Wind blowing from 150° South-southeast to North-northwest,93%,29.77 Hg,2 mi,AM,657,700
20211213,7:53 AM,Light rain. Fog,52,21 mph,Wind blowing from 150° South-southeast to North-northwest,93%,29.76 Hg,2 mi,AM,753,800
20211213,9:53 AM,Heavy rain. Fog,53,20 mph,Wind blowing from 170° South to North,93%,29.77 Hg,1 mi,AM,953,1000
20211213,10:53 AM,Broken clouds,55,8 mph,Wind blowing from 210° South-southwest to North-northeast,96%,29.78 Hg,6 mi,AM,1053,1100
20211214,2:28 AM,Mostly cloudy,46,13 mph,Wind blowing from 140° Southeast to Northwest,89%,29.75 Hg,10 mi,AM,228,200
20211216,1:10 AM,Light rain. Fog,50,No wind,Wind blowing from 0° North to South,96%,30.03 Hg,3 mi,AM,110,100
20211214,1:53 AM,Mostly cloudy,46,15 mph,Wind blowing from 150° South-southeast to North-northwest,89%,29.75 Hg,10 mi,AM,153,200
20211214,2:53 AM,Light rain. Mostly cloudy,47,18 mph,Wind blowing from 140° Southeast to Northwest,86%,29.75 Hg,10 mi,AM,253,300
20211214,3:53 AM,Light rain. Mostly cloudy,46,3 mph,Wind blowing from 20° North-northeast to South-southwest,93%,29.74 Hg,10 mi,AM,353,400
20211214,4:53 AM,Mostly cloudy,47,9 mph,Wind blowing from 230° Southwest to Northeast,86%,29.77 Hg,10 mi,AM,453,500
20211214,5:34 AM,Light rain. Mostly cloudy,44,12 mph,Wind blowing from 330° North-northwest to South-southeast,85%,29.80 Hg,9 mi,AM,534,600
20211214,5:53 AM,Passing clouds,44,8 mph,Wind blowing from 330° North-northwest to South-southeast,85%,29.80 Hg,10 mi,AM,553,600
20211214,6:53 AM,Passing clouds,43,6 mph,Wind blowing from 330° North-northwest to South-southeast,89%,29.83 Hg,10 mi,AM,653,700
20211214,7:53 AM,Broken clouds,43,3 mph,Wind blowing from 40° Northeast to Southwest,89%,29.85 Hg,10 mi,AM,753,800
20211214,8:53 AM,Broken clouds,45,No wind,Wind blowing from 0° North to South,90%,29.87 Hg,10 mi,AM,853,900
20211214,9:53 AM,Partly sunny,47,6 mph,Wind blowing from 350° North to South,83%,29.90 Hg,10 mi,AM,953,1000
20211214,10:53 AM,Broken clouds,49,9 mph,Wind blowing from 310° Northwest to Southeast,69%,29.91 Hg,10 mi,AM,1053,1100
20211214,11:53 AM,Broken clouds,50,8 mph,Wind blowing from 320° Northwest to Southeast,66%,29.91 Hg,10 mi,AM,1153,1200
20211215,1:53 AM,Passing clouds,45,14 mph,Wind blowing from 140° Southeast to Northwest,80%,30.15 Hg,10 mi,AM,153,200
20211215,2:53 AM,Overcast,45,14 mph,Wind blowing from 140° Southeast to Northwest,80%,30.16 Hg,10 mi,AM,253,300
20211215,3:53 AM,Mostly cloudy,44,13 mph,Wind blowing from 130° Southeast to Northwest,85%,30.19 Hg,10 mi,AM,353,400
20211215,4:53 AM,Overcast,44,13 mph,Wind blowing from 130° Southeast to Northwest,82%,30.18 Hg,10 mi,AM,453,500
20211215,5:53 AM,Passing clouds,45,14 mph,Wind blowing from 130° Southeast to Northwest,80%,30.20 Hg,10 mi,AM,553,600
20211215,6:53 AM,Passing clouds,45,15 mph,Wind blowing from 140° Southeast to Northwest,82%,30.21 Hg,10 mi,AM,653,700
20211215,7:53 AM,Scattered clouds,45,15 mph,Wind blowing from 140° Southeast to Northwest,82%,30.22 Hg,10 mi,AM,753,800
20211215,8:53 AM,Scattered clouds,47,18 mph,Wind blowing from 140° Southeast to Northwest,77%,30.22 Hg,10 mi,AM,853,900
20211215,9:53 AM,Broken clouds,49,23 mph,Wind blowing from 140° Southeast to Northwest,74%,30.23 Hg,10 mi,AM,953,1000
20211215,10:53 AM,Partly sunny,51,21 mph,Wind blowing from 150° South-southeast to North-northwest,69%,30.21 Hg,10 mi,AM,1053,1100
20211215,11:53 AM,Partly sunny,52,20 mph,Wind blowing from 150° South-southeast to North-northwest,69%,30.18 Hg,10 mi,AM,1153,1200
20211216,1:53 AM,Light rain. Fog,50,5 mph,Wind blowing from 130° Southeast to Northwest,96%,30.03 Hg,3 mi,AM,153,200
20211216,4:21 AM,Heavy rain. Fog,50,9 mph,Wind blowing from 150° South-southeast to North-northwest,96%,30.03 Hg,2 mi,AM,421,400
20211216,5:27 AM,Light rain. Low clouds,50,6 mph,Wind blowing from 320° Northwest to Southeast,100%,30.06 Hg,8 mi,AM,527,500
20211216,2:53 AM,Mostly cloudy,50,6 mph,Wind blowing from 140° Southeast to Northwest,96%,30.02 Hg,10 mi,AM,253,300
20211216,3:53 AM,Light rain. Mostly cloudy,50,9 mph,Wind blowing from 150° South-southeast to North-northwest,96%,30.02 Hg,7 mi,AM,353,400
20211216,4:53 AM,Mostly cloudy,50,No wind,Wind blowing from 0° North to South,100%,30.04 Hg,8 mi,AM,453,500
20211216,5:53 AM,Mostly cloudy,50,3 mph,Wind blowing from 0° North to South,100%,30.06 Hg,10 mi,AM,553,600
20211216,6:38 AM,Fog,49,No wind,Wind blowing from 0° North to South,97%,30.08 Hg,7 mi,AM,638,700
20211216,6:53 AM,Fog,48,No wind,Wind blowing from 0° North to South,100%,30.08 Hg,7 mi,AM,653,700
20211216,7:53 AM,Broken clouds,48,No wind,Wind blowing from 0° North to South,96%,30.10 Hg,9 mi,AM,753,800
20211216,8:53 AM,Broken clouds,51,No wind,Wind blowing from 0° North to South,100%,30.12 Hg,10 mi,AM,853,900
20211216,9:53 AM,Scattered clouds,54,7 mph,Wind blowing from 310° Northwest to Southeast,90%,30.13 Hg,10 mi,AM,953,1000
20211216,10:53 AM,Broken clouds,55,7 mph,Wind blowing from 270° West to East,74%,30.14 Hg,10 mi,AM,1053,1100
20211216,11:53 AM,Broken clouds,55,9 mph,Wind blowing from 300° West-northwest to East-southeast,69%,30.14 Hg,10 mi,AM,1153,1200
20211217,1:53 AM,Passing clouds,44,7 mph,Wind blowing from 110° East-southeast to West-northwest,85%,30.23 Hg,10 mi,AM,153,200
20211217,2:53 AM,Passing clouds,43,No wind,Wind blowing from 0° North to South,89%,30.23 Hg,10 mi,AM,253,300
20211217,3:53 AM,Passing clouds,41,3 mph,Wind blowing from 10° North to South,86%,30.24 Hg,10 mi,AM,353,400
20211217,4:53 AM,Passing clouds,41,No wind,Wind blowing from 0° North to South,89%,30.24 Hg,10 mi,AM,453,500
20211217,5:53 AM,Passing clouds,39,No wind,Wind blowing from 0° North to South,89%,30.26 Hg,10 mi,AM,553,600
20211217,6:53 AM,Passing clouds,40,No wind,Wind blowing from 0° North to South,89%,30.28 Hg,10 mi,AM,653,700
20211217,7:53 AM,Sunny,40,No wind,Wind blowing from 0° North to South,93%,30.29 Hg,10 mi,AM,753,800
20211217,8:53 AM,Passing clouds,46,3 mph,Wind blowing from 90° East to West,86%,30.31 Hg,10 mi,AM,853,900
20211217,9:53 AM,Passing clouds,49,5 mph,Wind blowing from 130° Southeast to Northwest,71%,30.32 Hg,10 mi,AM,953,1000
20211217,10:53 AM,Passing clouds,49,6 mph,Wind blowing from 190° South to North,77%,30.32 Hg,10 mi,AM,1053,1100
20211217,11:53 AM,Passing clouds,51,9 mph,Wind blowing from 270° West to East,69%,30.30 Hg,10 mi,AM,1153,1200
20211218,1:53 AM,Passing clouds,40,No wind,Wind blowing from 0° North to South,89%,30.30 Hg,10 mi,AM,153,200
20211218,2:53 AM,Clear,41,No wind,Wind blowing from 0° North to South,86%,30.30 Hg,10 mi,AM,253,300
20211218,3:53 AM,Passing clouds,40,5 mph,Wind blowing from 80° East to West,86%,30.29 Hg,10 mi,AM,353,400
20211218,4:53 AM,Passing clouds,40,8 mph,Wind blowing from 70° East-northeast to West-southwest,89%,30.29 Hg,10 mi,AM,453,500
20211219,5:15 AM,Passing clouds,37,5 mph,Wind blowing from 60° East-northeast to West-southwest,93%,30.09 Hg,9 mi,AM,515,500
20211219,9:27 AM,Scattered clouds,44,5 mph,Wind blowing from 110° East-southeast to West-northwest,89%,30.13 Hg,7 mi,AM,927,900
20211218,7:53 AM,Passing clouds,40,8 mph,Wind blowing from 70° East-northeast to West-southwest,89%,30.31 Hg,10 mi,AM,753,800
20211218,8:53 AM,Scattered clouds,44,9 mph,Wind blowing from 80° East to West,82%,30.31 Hg,10 mi,AM,853,900
20211218,9:53 AM,Scattered clouds,46,12 mph,Wind blowing from 40° Northeast to Southwest,79%,30.32 Hg,10 mi,AM,953,1000
20211218,10:53 AM,Broken clouds,49,9 mph,Wind blowing from 30° North-northeast to South-southwest,74%,30.30 Hg,10 mi,AM,1053,1100
20211218,11:53 AM,Scattered clouds,51,6 mph,Wind blowing from 30° North-northeast to South-southwest,69%,30.27 Hg,10 mi,AM,1153,1200
20211219,1:53 AM,Passing clouds,39,6 mph,Wind blowing from 70° East-northeast to West-southwest,89%,30.12 Hg,9 mi,AM,153,200
20211219,2:53 AM,Passing clouds,39,3 mph,Wind blowing from 90° East to West,93%,30.11 Hg,10 mi,AM,253,300
20211219,3:53 AM,Passing clouds,39,3 mph,Wind blowing from 80° East to West,93%,30.11 Hg,10 mi,AM,353,400
20211219,4:53 AM,Passing clouds,39,7 mph,Wind blowing from 80° East to West,93%,30.08 Hg,9 mi,AM,453,500
20211219,5:53 AM,Passing clouds,39,3 mph,Wind blowing from 60° East-northeast to West-southwest,93%,30.09 Hg,9 mi,AM,553,600
20211219,6:53 AM,Fog,36,3 mph,Wind blowing from 40° Northeast to Southwest,97%,30.11 Hg,5 mi,AM,653,700
20211219,7:53 AM,Fog,38,5 mph,Wind blowing from 40° Northeast to Southwest,97%,30.11 Hg,5 mi,AM,753,800
20211219,8:53 AM,Fog,41,5 mph,Wind blowing from 90° East to West,96%,30.13 Hg,6 mi,AM,853,900
20211219,9:53 AM,Scattered clouds,45,5 mph,Wind blowing from 120° East-southeast to West-northwest,82%,30.13 Hg,9 mi,AM,953,1000
20211219,10:53 AM,Scattered clouds,46,6 mph,Wind blowing from 210° South-southwest to North-northeast,83%,30.13 Hg,10 mi,AM,1053,1100
20211219,11:53 AM,Scattered clouds,47,5 mph,Wind blowing from 210° South-southwest to North-northeast,80%,30.12 Hg,8 mi,AM,1153,1200
20211220,1:53 AM,Passing clouds,45,10 mph,Wind blowing from 80° East to West,86%,30.13 Hg,10 mi,AM,153,200
20211220,2:53 AM,Passing clouds,45,10 mph,Wind blowing from 80° East to West,82%,30.11 Hg,10 mi,AM,253,300
20211220,3:53 AM,Passing clouds,44,12 mph,Wind blowing from 80° East to West,85%,30.12 Hg,10 mi,AM,353,400
20211220,4:53 AM,Passing clouds,45,10 mph,Wind blowing from 80° East to West,82%,30.11 Hg,10 mi,AM,453,500
20211220,5:53 AM,Passing clouds,45,12 mph,Wind blowing from 90° East to West,82%,30.11 Hg,10 mi,AM,553,600
20211220,6:53 AM,Partly cloudy,44,9 mph,Wind blowing from 80° East to West,82%,30.12 Hg,10 mi,AM,653,700
20211220,7:53 AM,Broken clouds,46,7 mph,Wind blowing from 90° East to West,79%,30.13 Hg,10 mi,AM,753,800
